employer_name,employer_address,employer_city,employer_state,employer_zip,employer_latitude,employer_longitude,is_primary,address_source,address_trust
INTEGRA LIFESCIENCES HOLDINGS CORPORAT,311 ENTERPRISE DR,PLAINSBORO,NJ,08536,40.3282654,-74.583342,True,ai,uncorroborated
INTEGRATED MANAGEMENT SOLUTIONS,,,,,,,True,,
INTEGRATED NEUROLOGY SERVICES,,,,,,,True,,
INTEGRATED PHYSICAL THERAPY,,,,,,,True,,
INTEGRATED SPECIALTY COVERAGES,1811 ASTON AVE STE 200,CARLSBAD,CA,92008,33.1321332,-117.2905622,True,manual,verified
INTEGRATED TREATMENT SERVICES,,,,,,,True,,
INTEL CORPORATION,2200 MISSION COLLEGE BLVD,SANTA CLARA,CA,95054,37.387829,-121.9633667,True,ai,corroborated
INTELISENT LLC,597 N MOUNTAIN RD,NEWINGTON,CT,06111,41.7188619,-72.7173108,True,manual,verified
INTELLISENSE SYSTEMS,,,,,,,True,,
INTENTRIO,,,,,,,True,,
INTERCLAIM,,,,,,,True,,
INTERCONNECTED JUSTICE,,,,,,,True,,
INTERDESIGN,30725 SOLON INDUSTRIAL PKWY,SOLON,OH,44139,41.3730998,-81.4655158,True,ai,grounded
INTERET CORPORATION,,,,,,,True,,
INTERFAITH MINISTRIES FOR GREATER HOUSTON,3303 MAIN ST,HOUSTON,TX,77002,29.7407746,-95.3776237,True,manual,verified
INTERIM SERVICES,30 N LASALLE ST STE 3000,CHICAGO,IL,60602,41.8828458,-87.632914,True,ai,uncorroborated
INTERLIGHT,7939 NEW JERSEY AVE,HAMMOND,IN,46323,41.5724415,-87.438671,True,manual,verified
INTERLUDE HOME INC,,,,,,,True,,
INTERMOUNTAIN CHILDREN'S HOME,3240 DREDGE DR,HELENA,MT,59602,46.6195998,-112.0234764,True,ai,grounded
INTERNAL REVENUE SERVICE,1111 CONSTITUTION AVE NW,WASHINGTON,DC,20224,38.8934017,-77.0270216,True,ai,grounded
INTERNATIONAL EQUITY PARTNERS,,,,,,,True,,
INTERNATIONAL INTIMATES,31 W 34TH ST 9TH FLOOR,NEW YORK,NY,10001,40.7495557,-73.9867641,True,ai,grounded
INTERNATIONAL MANUFACTURING CO,,,,,,,True,,
INTERNATIONAL MEDICAL ELECT,,,,,,,True,,
INTERNATIONAL SEAWAYS INC,40 W 57TH ST,NEW YORK,NY,10019,40.7636059,-73.9758803,True,ai,corroborated
INTERNATIONAL WINE,,,,,,,True,,
INTERNATIONAL WINE VAULT LLC,40 TECHNOLOGY PKWY SOUTH STE 300,NORCROSS,GA,30092,33.9602193,-84.2168567,True,ai,uncorroborated
INTERRA CAPITAL GROUP,,,,,,,True,,
INTERSECT ENERGY,140 NEW MONTGOMERY ST 11TH FLOOR,SAN FRANCISCO,CA,94105,37.786927026646,-122.399973912074,True,ai,grounded
INTERSECTION STRATEGIES,1110 VERMONT AVE NW STE 600,WASHINGTON,DC,20005,38.904438,-77.031597,True,ai,uncorroborated
INTERSTATE 15 SPORTS & ENTERTAINMENT,,,,,,,True,,
INTERSTATE OUTDOOR ADVERTISING LP,201 17TH ST NW STE 1400,ATLANTA,GA,30363,33.7916063,-84.3946898,True,ai,uncorroborated
INTERSTEEL CORPORATION,1100 NW LOOP 410 STE 601,SAN ANTONIO,TX,78213,29.5164148,-98.5287126,True,ai,grounded
INTERTECH RAIL LLC,,,,,,,True,,
INTERVISION,3050 PEACHTREE RD STE 450,ATLANTA,GA,30305,33.8387611,-84.3810494,True,ai,grounded
INTRA-CELLULAR THERAPIES INC,,,,,,,True,,
INTRALINKS,10 CITYPOINT 500 TOTTEN POND RD 2ND FLOOR,WALTHAM,MA,02451,42.40153,-71.252997,True,ai,grounded
INTREPID,11 W 42ND ST,NEW YORK,NY,10036,40.7542801,-73.9818564,True,ai,uncorroborated
INTREPID INVESTMENT BANKERS,11755 WILSHIRE BLVD STE 2200,LOS ANGELES,CA,90025,34.0486682,-118.4622165,True,ai,corroborated
INTREPID POTASH INC,3801 E PLANO PKWY STE 150,PLANO,TX,75074,33.009196,-96.659779,True,ai,uncorroborated
INVEL CAPITAL,47 MAPLE ST,SUMMIT,NJ,07901,40.716807,-74.359249,True,ai,grounded
INVEMED ASSOCIATES LLC,375 PARK AVE STE 2205,NEW YORK,NY,10152,40.7584073,-73.9719841,True,ai,grounded
INVENTEL,,,,,,,True,,
INVER GROVE FORD,,,,,,,True,,
INVEST AMERICA,,,,,,,True,,
INVEST DIVA,,,,,,,True,,
INVESTMENT PROPERTIES LTD,,,,,,,True,,
INVESTORS CAPITAL GROUP,,,,,,,True,,
INVISION,33 HAYDEN AVE,LEXINGTON,MA,02421,42.4232147,-71.236238,True,ai,uncorroborated
INVISIONEYECARE,5550 PEACHTREE PKWY STE 300,NORCROSS,GA,30092,33.9679501,-84.2202676,True,ai,uncorroborated
INVOICES INTELLIGENCE,2121 AVE OF THE STARS,LOS ANGELES,CA,90067,34.0551881,-118.4132764,True,ai,uncorroborated
INVUS FINANCIAL ADVISORS,280 PARK AVE,NEW YORK,NY,10017,40.7564853,-73.975049,True,ai,corroborated
INZONE,2701 OCEAN PARK BLVD,SANTA MONICA,CA,90405,34.0185463,-118.4569412,True,ai,uncorroborated
IOHK,2015 IONOSPHERE ST STE 201,LONGMONT,CO,80504,40.1351299,-105.103794,True,ai,grounded
ION TECHNOLOGY SOLUTIONS,,,,,,,True,,
IONQ,630 HERNDON PKWY STE 450,HERNDON,VA,20170,38.9577917,-77.3884942,True,ai,uncorroborated
IP GROUP,,,,,,,True,,
IP.COM,1715 N LAUREL ST,WILMINGTON,DE,19806,39.762542,-75.563298,True,ai,uncorroborated
IPASS,55 CHALLENGER RD,RIDGEFIELD PARK,NJ,07660,40.8467659,-74.0128485,True,ai,uncorroborated
IPD ANALYTICS,,,,,,,True,,
IPEX INC,,CHICAGO,IL,60601,,,True,manual,verified
IPFS,1055 BROADWAY BLVD 11TH FLOOR,KANSAS CITY,MO,64105,39.1014352,-94.588002,True,ai,grounded
IPI,,,,,,,True,,
IPM,,,,,,,True,,
IPONWEB,555 MONTGOMERY ST,SAN FRANCISCO,CA,94111,37.7944542,-122.4034627,True,ai,uncorroborated
IPRG,,,,,,,True,,
IPRO,300 JERICHO QUADRANGLE STE 300,JERICHO,NY,11753,40.7891193,-73.5539158,True,ai,grounded
IPSOS,15 W 18TH ST 7TH FLOOR,NEW YORK,NY,10011,40.7390309,-73.9928278,True,ai,corroborated
IQHQ,674 VIA DE LA VALLE STE 206,SOLANA BEACH,CA,92075,32.9795466,-117.2576463,True,ai,grounded
IQVIA,4820 EMPEROR BLVD,DURHAM,NC,27703,35.8807796,-78.8405967,True,ai,grounded
IRA CLUB,,,,,,,True,,
IRA FINANCIAL,5109 S BROADBAND LN,SIOUX FALLS,SD,57108,43.4971654,-96.7880803,True,ai,grounded
IRA KATZ CONSULTING INC,,,,,,,True,,
IRELL,1800 AVE OF THE STARS,LOS ANGELES,CA,90067,34.061114,-118.418106,True,ai,corroborated
IRELL & MANELLA LLP,1800 AVE OF THE STARS 12TH FLOOR,LOS ANGELES,CA,90067,34.061114,-118.418106,True,ai,corroborated
IRGANG GROUP,,,,,,,True,,
IRI,150 N MICHIGAN AVE STE 200,CHICAGO,IL,60601,41.8846348,-87.6249873,True,ai,uncorroborated
IRIDIAN ASSET MANAGEMENT,55 POST RD WEST 2ND FLOOR,WESTPORT,CT,06880,41.13938593138,-73.36530001572,True,ai,grounded
IROBOT CORP,8 CROSBY DR,BEDFORD,MA,01730,42.504941,-71.2429587,True,ai,corroborated
IRON DOME VENTURES,,,,,,,True,,
IRON FINANCIAL,630 DUNDEE RD STE 300,NORTHBROOK,IL,60062,42.13803,-87.796388,True,ai,grounded
IRON MOUNTAIN,2000 IRON MOUNTAIN DR,BOSTON,MA,02109,42.366919,-71.050416,True,ai,uncorroborated
IRONGATE,10877 WILSHIRE BLVD STE 2300,LOS ANGELES,CA,90024,34.0593157,-118.4421772,True,ai,grounded
IRREGARDLESS CAFE,623 36TH ST,GULFPORT,MS,39507,30.3937499,-89.0508587,True,ai,uncorroborated
IRVING INVESTORS,205 DETROIT ST STE 400,DENVER,CO,80206,39.7195773,-104.954731,True,ai,grounded
IRWIN M. BARG PC,375 NORTHLAKE BLVD,NORTH PALM BEACH,FL,33408,26.8075521,-80.0583182,True,ai,uncorroborated
ISAACSON SHERIDAN,,,,,,,True,,
ISDS,,,,,,,True,,
ISHOFSKY FAMILY,,,,,,,True,,
ISI,1210 E MAIN ST,FRANKLIN,TN,37064,35.925685,-86.8679028,True,ai,uncorroborated
ISL,,,,,,,True,,
ISLAND CAPITAL GROUP,717 FIFTH AVE,NEW YORK,NY,10022,40.76221897971,-73.974428950434,True,ai,grounded
ISLAND GROUP ENTERPRISES,,,,,,,True,,
ISLAND HOUSE CONDOMINIUMS,1 S FOREST BEACH DR,HILTON HEAD ISLAND,SC,29928,32.1413014,-80.7518569,True,ai,uncorroborated
ISLAND PEER REVIEW,,,,,,,True,,
ISRAEL ECONOMIC FORUM,,,,,,,True,,
ISRAEL INVESTMENT ADVISORS,120 BROADWAY 24TH FLOOR,NEW YORK,NY,10271,40.7082035,-74.0105065,True,ai,uncorroborated
ISRAEL ON CAMPUS COALITION,1100 CONNECTICUT AVE NW STE 450,WASHINGTON,DC,20036,38.9040127,-77.0407249,True,ai,corroborated
ISRAEL ON CAMPUS COALITION OF GREATER,,,,,,,True,,
ISRAELI AMERICAN COUNCIL,3030 WILSHIRE BLVD STE 2080,LOS ANGELES,CA,90010,34.0618978,-118.2875483,True,ai,uncorroborated
ITAFIN,3000 OCEAN PARK BLVD STE 102,SANTA MONICA,CA,90405,34.0197878,-118.4539183,True,ai,uncorroborated
ITC TRADING COMPANY LTD,109 N POST OAK LN STE 410,HOUSTON,TX,77024,29.7686927,-95.4576124,True,ai,grounded
ITERA USA,1800 CENTURY PARK WEST STE 600,LOS ANGELES,CA,90067,34.0543464,-118.4171936,True,ai,uncorroborated
ITREK,,,,,,,True,,
ITV,,,,,,,True,,
IU SCHOOL OF MEDICINE,975 W WALNUT ST,INDIANAPOLIS,IN,46202,39.7774265,-86.1770928,True,ai,corroborated
IUHEALTH,101 W 10TH ST,INDIANAPOLIS,IN,46202,39.781007,-86.159501,True,ai,corroborated
IVD CONSULTING,,,,,,,True,,
IVY ASSET MANAGEMENT,1221 BRICKELL AVE STE 900,MIAMI,FL,33131,25.7612025,-80.1912637,True,ai,uncorroborated
IVY TECH COMMUNITY COLLEGE,3101 E 10TH ST,BLOOMINGTON,IN,47408,39.1715916,-86.4974328,True,ai,corroborated
IWHC,1300 19TH ST NW STE 200,WASHINGTON,DC,20036,38.9074464,-77.0439763,True,ai,uncorroborated
IYG EVENTS,,,,,,,True,,
J B G COMPANIES,30-00 47TH AVE,QUEENS,NY,11101,40.743081,-73.9374115,True,ai,uncorroborated
J TASHOF BERNTON MD PC,,,,,,,True,,
J WAYNE MILLER CO,,,,,,,True,,
J&J,ONE JOHNSON & JOHNSON PLAZA,NEW BRUNSWICK,NJ,08933,40.4986542,-74.4416908,True,ai,uncorroborated
"J. SHAFAI, MD",,,,,,,True,,
J. STEIN LAW FIRM,,,,,,,True,,
J.C. NEWMAN CIGAR CO,2701 N 16TH ST,TAMPA,FL,33605,27.966934,-82.441596,True,ai,corroborated
J.F. LEHMAN & COMPANY,600 LEXINGTON AVE STE 2540,NEW YORK,NY,10022,40.7580277,-73.9714246,True,ai,corroborated
J.M. EDBERG INVESTMENT MANAGEMENT,6206 LANDON LN,BETHESDA,MD,20817,38.9853015,-77.1261532,True,ai,grounded
J.R. DAVIDSON AND CO INC,,,,,,,True,,
J.W. SALES & MARKETING,,,,,,,True,,
J2 HOLDINGS NY LLC,230 PARK AVE STE 4525,NEW YORK,NY,10169,40.7543448,-73.975626,True,ai,corroborated
J2R,,,,,,,True,,
JA-VA INC,,,,,,,True,,
JABBERS MEAT PACKING,,,,,,,True,,
JACK F. BERKOWITZ & CO,,,,,,,True,,
"JACK ZOLDAN, MD",,,,,,,True,,
JACKIER GOULD PC,,,,,,,True,,
JACKMONT HOSPITALITY,,,,,,,True,,
JACKOWAY AUSTEN,1925 CENTURY PARK EAST 22ND FLOOR,LOS ANGELES,CA,90067,34.0612599,-118.4145504,True,ai,grounded
JACKSON AND COKER,1424 3RD AVE NORTH STE 201,BIRMINGHAM,AL,35203,33.5125753,-86.8149227,True,ai,uncorroborated
JACKSON GROUP,3161 MICHELSON DR #1500,IRVINE,CA,92612,33.6752102,-117.8433734,True,ai,uncorroborated
JACKSON LEWIS,666 3RD AVE 28TH FLOOR,NEW YORK,NY,10017,40.7513402,-73.9743939,True,ai,grounded
JACKSON WALKER,2323 ROSS AVE STE 600,DALLAS,TX,75201,32.7889493,-96.7969759,True,ai,corroborated
JACOB HOLZ COMPANY,1500 E WOODFIELD RD STE 400,SCHAUMBURG,IL,60173,42.0433217,-88.0415215,True,ai,uncorroborated
JACOBI,,,,,,,True,,
JACOBS & GOODMAN,999 18TH ST STE 1400,DENVER,CO,80202,39.7492028,-104.9913592,True,ai,uncorroborated
JACOBS ENGINEERING,1999 BRYAN ST,DALLAS,TX,75201,32.7848118,-96.7971807,True,ai,corroborated
JACOBS&WALLACE,1087 BROAD ST STE 400,BRIDGEPORT,CT,06604,41.17798833221,-73.191074699453,True,manual,verified
JACOBSON EQUITIES,12121 WILSHIRE BLVD STE 700,LOS ANGELES,CA,90025,34.0440837,-118.467955,True,ai,grounded
JACOBSON FAMILY INVESTMENTS,410 PARK AVE STE 620,NEW YORK,NY,10022,40.7602791,-73.9722515,True,manual,verified
JACOBY AND MEYERS,2000 AVE OF THE STARS STE 1150S,LOS ANGELES,CA,90067,34.0583138,-118.4146758,True,manual,verified
JAD TRANSPORTATION,,,,,,,True,,
JAFFA,,,,,,,True,,
JAFFA GATE RESEARCH AND ADVISORY,,,,,,,True,,
JAFFA GROUP DESIGN BUILD,,,,,,,True,,
JAFFE EYE INSTITUTE,900 WELCH RD,PALO ALTO,CA,94304,37.4369056,-122.1770957,True,ai,uncorroborated
JAFFE FAMILY LAW GROUP,1901 AVE OF THE STARS STE 680,LOS ANGELES,CA,90067,34.0595286,-118.4176184,True,manual,verified
JAFFE RAITT,27777 FRANKLIN RD STE 2500,SOUTHFIELD,MI,48034,42.4930604,-83.2993089,True,ai,corroborated
JAFFE TILCHIN WEALTH MANAGEMENT,15350 N FLORIDA AVE,TAMPA,FL,33613,28.0159433,-82.4595212,True,ai,grounded
JAFI,,,,,,,True,,
JAFINA,,,,,,,True,,
JAGREEN DEVELOPMENT,,,,,,,True,,
JAKE'S TAKE WITH JACOB ELYACHAR,,,,,,,True,,
JAM,,,,,,,True,,
JAM CONSULTING,,,,,,,True,,
JAMAICA HOSPITAL MEDICAL CENTER,89-01 PARSONS BLVD,JAMAICA,NY,11432,40.714934,-73.792955,True,ai,grounded
JAMES GROSFELD TRUST,,,,,,,True,,
JAMESON,250 PARK AVE,NEW YORK,NY,10177,40.7551097,-73.9759422,True,manual,verified
JAMESTOWN,675 PONCE DE LEON AVE NE 7TH FLOOR,ATLANTA,GA,30308,33.7723214,-84.3653476,True,manual,verified
JAMS,18881 VON KARMAN AVE STE 350,IRVINE,CA,92612,33.660018,-117.824428,True,ai,grounded
JAN MANAGEMENT SERVICES LLC,,,,,,,True,,
JANA PARTNERS,299 PARK AVE 22ND FLOOR,NEW YORK,NY,10171,40.7560254,-73.9741826,True,ai,corroborated
JANE BEST CONSULTING,,,,,,,True,,
JANE STREET,250 VESEY ST,NEW YORK,NY,10281,40.7144361,-74.0158043,True,ai,grounded
JANE STREET CAPITAL,,,,,,,True,,
JANET & JANET SUGGS. LLC,,,,,,,True,,
JANNEY MONTGOMERY SCOTT LLC,1717 ARCH ST,PHILADELPHIA,PA,19103,39.9555389,-75.169259,True,ai,corroborated
JANNOL LAW GROUP,,,,,,,True,,
JANOUSEK UK,,,,,,,True,,
JARC,6735 TELEGRAPH RD STE 100,BLOOMFIELD HILLS,MI,48301,42.5424,-83.282168,True,ai,grounded
JARC,5425 POND BLUFF DR,WEST BLOOMFIELD,MI,48323,42.557602450696,-83.385061234267,False,ai,grounded
JARC,6078 LEDGEWAY,WEST BLOOMFIELD,MI,48322,42.547015180974,-83.344230498557,False,ai,grounded
JARC,28773 VILLAGE LN,FARMINGTON HILLS,MI,48334,42.510721928493,-83.329615163059,False,ai,grounded
JARDEN CORPORATION,231 S LASALLE ST STE 2200,CHICAGO,IL,60604,41.878578,-87.6318352,True,ai,uncorroborated
"JARED AMENT, MD, MPH PC",,,,,,,True,,
JARU,12901 FLAGLER CENTER BLVD,JACKSONVILLE,FL,32258,30.1365442,-81.5150846,True,ai,grounded
JASON JAMES MD INC,,,,,,,True,,
JASPER LAKE LLC,,,,,,,True,,
JASS REALTY CO LLC,,,,,,,True,,
JAT,,,,,,,True,,
JAVELIN VENTURE PARTNERS,1000 SANSOME ST STE 300,SAN FRANCISCO,CA,94111,37.7996876,-122.4021534,True,ai,corroborated
JAWMAN DENTAL,,,,,,,True,,
JAXXSNAX,,,,,,,True,,
JAY FISHMAN INVESTMENT,,,,,,,True,,
JAY FRANCO AND SONS,3 PARK AVE 24TH FLOOR,NEW YORK,NY,10016,40.746446533231,-73.981733169076,True,ai,grounded
JAY L. FALK MD PA,,,,,,,True,,
JAY M. FISHER PA,,,,,,,True,,
JAZZ AT LINCOLN CENTER,10 LINCOLN CENTER PLAZA DAVID RUBENSTEIN ATRIUM,NEW YORK,NY,10023,40.774567,-73.979016,True,ai,corroborated
JB CONSULTING STRATEGIES,,,,,,,True,,
JB INC,,,,,,,True,,
JB INVESTMENTS,,,,,,,True,,
JBA EQUITIES LLC,,,,,,,True,,
JBG SMITH,4445 WILLARD AVE STE 700,CHEVY CHASE,MD,20815,38.983386,-77.079337,True,ai,grounded
JBI,,,,,,,True,,
JBRODSKY & ASSOCIATES,,,,,,,True,,
JBS,1770 PROMONTORY CIR,GREELEY,CO,80634,40.4120341,-104.8550543,True,ai,uncorroborated
JBS HOLDING,1770 PROMONTORY CIR,GREELEY,CO,80634,40.4120341,-104.8550543,True,ai,grounded
JCC,,,,,,,True,,
JCC ASSOCIATION OF NORTH AMERICA,520 EIGHTH AVE 4TH FLOOR,NEW YORK,NY,10018,40.753535787785,-73.992397193659,True,ai,grounded
JCC CHARLOTTE,5600 EXECUTIVE CENTER DR STE 210,CHARLOTTE,NC,28212,35.2017637,-80.7447217,True,ai,corroborated
JCC CHICAGO,3003 W TOUHY AVE,CHICAGO,IL,60645,42.0109786,-87.7053813,True,ai,corroborated
JCC OF STAMFORD,1035 NEWFIELD AVE,STAMFORD,CT,06905,41.0945703,-73.529849,True,ai,corroborated
JCC ON THE PALISADES,,,,,,,True,,
JCCP/CBT,,,,,,,True,,
JCF,,,,,,,True,,
JCG,,,,,,,True,,
JCI WW INC,ONE CAMPUS MARTIUS,DETROIT,MI,48226,42.332628,-83.0467201,True,ai,uncorroborated
JCRC OF GREATER BOSTON,1 ARTS CIR STE 200,BOSTON,MA,02115,42.339422,-71.094531,True,ai,corroborated
JCRC OF GREATER WASHINGTON,6101 EXECUTIVE BLVD STE 300,NORTH BETHESDA,MD,20852,39.0487522,-77.1239581,True,ai,grounded
JCRC OF MINNESOTA & THE DAKOTAS,,,,,,,True,,
JD CHAPMAN,,,,,,,True,,
JD PARTNERS,,,,,,,True,,
JDI REALTY,853 N ELSTON AVE,CHICAGO,IL,60642,41.897512,-87.656454,True,manual,verified
JDJ CAPITAL MANAGEMENT COMPANY,,,,,,,True,,
JDM FINANCIAL GROUP,,,,,,,True,,
JDRC MANAGED SERVICES LLC,,,,,,,True,,
JDW VENTURES,,,,,,,True,,
JE RICHARDS,4600 HARGROVE DR STE 100,LANHAM,MD,20706,38.9515516,-76.844543,True,ai,grounded
JECKIL PROMOTIONS,,,,,,,True,,
JED KAMINETSKY MD PC,,,,,,,True,,
JEDOR CAPITAL,200 PARK AVE 46TH FLOOR,NEW YORK,NY,10166,40.7534645,-73.9766148,True,ai,corroborated
JEEP SOUTH EAST,1515 PONCE DE LEON AVE NE,ATLANTA,GA,30309,33.7744338,-84.3398465,True,ai,uncorroborated
JEFF ANDERSON & ASSOCIATES,123 N THIRD ST STE 365,MINNEAPOLIS,MN,55401,44.982186849669,-93.271634996636,True,ai,uncorroborated
JEFF'S GOURMET,,,,,,,True,,
JEFFER MANGELS BUTLER & MITCHELL LLP,1900 AVE OF THE STARS 7TH FLOOR,LOS ANGELES,CA,90067,34.0599711,-118.4169732,True,ai,corroborated
JEFFERSON HEALTH,833 CHESTNUT ST,PHILADELPHIA,PA,19107,39.9500971,-75.1549287,True,ai,corroborated
JEFFREY D. STERNKLAR LLC,,,,,,,True,,
JEFFREY DONFELD PC,,,,,,,True,,
JEFFREY FELZER DMD PC,,,,,,,True,,
JEFFREY PECK PARTY,,,,,,,True,,
JEFFREY REMBAUM PA,,,,,,,True,,
JEFFREY SCHILLER MD,,,,,,,True,,
JEFFRIES & COMPANY,520 MADISON AVE,NEW YORK,NY,10022,40.7602214,-73.9744253,True,ai,corroborated
JEG INVESTMENTS LLC,,,,,,,True,,
JEI,25 CORPORATE DR,TRUMBULL,CT,06611,41.296096,-73.2275565,True,ai,uncorroborated
JELIKALITE CORP,,,,,,,True,,
JELMARLLC.COB,5550 W TOUHY AVE STE 200,SKOKIE,IL,60077,42.012017,-87.766145,True,ai,grounded
JEM SPORTSWEAR,1 GLENWOOD AVE,RUTHERFORD,NJ,07070,40.820314,-74.106041,True,ai,uncorroborated
JEMB REALTY,150 BROADWAY STE 800,NEW YORK,NY,10038,40.7092067,-74.0100477,True,manual,verified
JENEL MANAGEMENT CORP,,,,,,,True,,
JENEL REAL ESTATE,,,,,,,True,,
JENKINS PEER ARCHITECTS,110 W A ST STE 400,SAN DIEGO,CA,92101,32.719411,-117.164296,True,ai,uncorroborated
JENNER & BLOCK LLP,353 N CLARK ST,CHICAGO,IL,60654,41.8889735,-87.6301482,True,ai,corroborated
JENNIFER NEWMAN INTERIORS,,,,,,,True,,
JENNY CRAIG,3033 FIFTH AVE STE 500,SAN DIEGO,CA,92103,32.736983362776,-117.160269598338,True,ai,uncorroborated
JERA,1000 MAIN ST,HOUSTON,TX,77002,29.757002,-95.3655633,True,manual,verified
JERICA CAPITAL,,,,,,,True,,
JERICHO CAPITAL,510 MADISON AVE,NEW YORK,NY,10022,40.759672,-73.974396,True,manual,verified
"JEROME BLUT, CHTD",,,,,,,True,,
JEROME ENVIRONMENTAL SERVICES LLC,,,,,,,True,,
JERROLD M BIGELMAN PLLC,,,,,,,True,,
JERSEY CITY GIRL LLC,,,,,,,True,,
JERSEY SHORE RETINA CONSULTANTS,800 DELILAH RD STE 100,TOMS RIVER,NJ,08753,39.979668,-74.150739,True,ai,corroborated
JERUSALEM U,,,,,,,True,,
JES PROPERTIES,,,,,,,True,,
JESCO FOOTWEAR,209 W 38TH ST STE 1110,NEW YORK,NY,10018,40.7539435,-73.9892849,True,ai,grounded
JESSE REISING FOR CONGRESS,,,,,,,True,,
JET DENTAL,10101 FONDREN RD STE 200,HOUSTON,TX,77096,29.6702673,-95.5078619,True,ai,uncorroborated
JET SUPPORT SERVICES INC,167 N GREEN ST STE 1300,CHICAGO,IL,60607,41.883877961089,-87.64851231332,True,ai,grounded
JET SUPPORT SERVICES INC,180 N STETSON AVE 29TH FLOOR,CHICAGO,IL,60601,41.885318166121,-87.622377044363,False,ai,grounded
JETOBRA INC,,,,,,,True,,
JETRO,,,,,,,True,,
JETTY,55 S MARKET ST STE 450,SAN JOSE,CA,95113,37.3341365,-121.8916481,True,ai,uncorroborated
JEWBELONG,37 W 20TH ST STE 307,NEW YORK,NY,10011,40.740815,-73.9930983,True,manual,verified
JEWEL SALES AND MARKETING,,,,,,,True,,
JEWISH CENTER OF ATLANTIC BEACH,661 ATLANTIC AVE,ATLANTIC BEACH,NY,11509,40.587963,-73.728528,True,ai,corroborated
JEWISH COMMUNITY ACTION NETWORK,,,,,,,True,,
JEWISH COMMUNITY CENTER,,,,,,,True,,
JEWISH COMMUNITY CENTER OF SANTA CRUZ,,,,,,,True,,
JEWISH COMMUNITY FOUNDATION OF GREATER METROWEST NJ,901 ROUTE 10,WHIPPANY,NJ,07981,40.824413,-74.426241,True,manual,verified
JEWISH COMMUNITY HOSPICE,,,,,,,True,,
JEWISH COMMUNITY OF LOUISVILLE,3600 DUTCHMANS LN,LOUISVILLE,KY,40205,38.225443,-85.651526,True,ai,corroborated
JEWISH COMMUNITY RELATIONS COUNCIL OF GREATER PHOENIX,12701 N SCOTTSDALE RD STE 203,SCOTTSDALE,AZ,85254,33.6068153,-111.9258576,True,manual,verified
JEWISH COMMUNITY SERVICES OF S,,,,,,,True,,
JEWISH EDUCATION IN MEDIA INC,3190 S BASCOM AVE STE 600,SAN JOSE,CA,95124,37.2652325,-121.9413072,True,ai,uncorroborated
JEWISH FAMILY & CHILDRENS SERVICES,,,,,,,True,,
JEWISH FAMILY AND CHILDREN'S SERVICES OF SAN FRANCISCO,2150 POST ST,SAN FRANCISCO,CA,94115,37.7847128,-122.4372237,True,manual,verified
JEWISH FAMILY SERVICES,,,,,,,True,,
JEWISH FED OF GR. ROCHESTER,255 E AVE,ROCHESTER,NY,14604,43.1555451,-77.5978566,True,ai,corroborated
JEWISH FED. OF GREATER PITTSBURGH,5738 FORBES AVE,PITTSBURGH,PA,15217,40.437987,-79.9250974,True,ai,corroborated
JEWISH FEDERATION,,,,,,,True,,
JEWISH FEDERATION OF CLEVELAND,27375 SHAKER BLVD,BEACHWOOD,OH,44122,41.4778222,-81.4928776,True,ai,corroborated
JEWISH FEDERATION OF GREATER CHARLOTTE,5007 PROVIDENCE RD STE 101,CHARLOTTE,NC,28226,35.1476597,-80.7863524,True,manual,verified
JEWISH FEDERATION OF GREATER FAIRFIELD COUNTY,1086 BROAD ST,BRIDGEPORT,CT,06604,41.1779712,-73.1908638,True,ai,corroborated
JEWISH FEDERATION OF GREATER HOUSTON,5603 S BRAESWOOD BLVD,HOUSTON,TX,77096,29.6745056,-95.4833195,True,ai,corroborated
JEWISH FEDERATION OF GREATER INDIANAPOLIS,6705 HOOVER RD,INDIANAPOLIS,IN,46260,39.8776692,-86.1743788,True,manual,verified
JEWISH FEDERATION OF GREATER NEW ORLEANS,3747 W ESPLANADE AVE,METAIRIE,LA,70002,30.0154372,-90.1669191,True,manual,verified
JEWISH FEDERATION OF GREATER NH,207 N MAIN ST,CONCORD,NH,03301,43.2141177,-71.5410808,True,ai,uncorroborated
JEWISH FEDERATION OF GREATER PHILADELPHIA,2100 ARCH ST,PHILADELPHIA,PA,19103,39.9556195,-75.1750315,True,manual,verified
JEWISH FEDERATION OF GREATER PITTSBURGH,2000 TOWER OAKS BLVD,PITTSBURGH,PA,15241,40.332932,-80.082908,True,manual,verified
JEWISH FEDERATION OF METROPOLITAN DETR,6735 TELEGRAPH RD,BLOOMFIELD TOWNSHIP,MI,48301,42.5412934,-83.2845963,True,ai,corroborated
JEWISH FEDERATION OF NORTH NEW JERSEY,50 EISENHOWER DR,PARAMUS,NJ,07652,40.930279,-74.078283,True,ai,corroborated
JEWISH FEDERATION OF NORTHERN NEW JERSEY,111 KINDERKAMACK RD,RIVER EDGE,NJ,07661,40.9117794,-74.0360659,True,manual,verified
JEWISH FEDERATION OF OCEAN COUNTY,3805 ROUTE 9 S,TOMS RIVER,NJ,08755,40.008534,-74.221768,True,ai,corroborated
JEWISH FEDERATION OF ST. LOUIS,12 MILLSTONE CAMPUS DR STE 200,CREVE COEUR,MO,63146,38.700996,-90.480257,True,ai,corroborated
JEWISH FEDERATION OF TULSA,2021 E 71ST ST,TULSA,OK,74136,36.0620807,-95.9638828,True,ai,corroborated
