employer_name,employer_address,employer_city,employer_state,employer_zip,employer_latitude,employer_longitude,address_source,address_trust
LAWRENCE J. BERGER PC,"1200 Brickell Ave, Suite 1208",Miami,FL,33131,25.7621104,-80.1923056,ai,uncorroborated
LAWRENCE LAKE INTERIORS,,,,,,,,
LAWRENCE LIVERMORE NATIONAL LABORATORY,7000 East Avenue,Livermore,CA,94550,37.6820273,-121.7062915,manual,verified
LAWRENCE W GENET PA,,,,,,,,
LAWSON ATTORNEYS PLLC,,DALLAS,TX,75201,,,,
LAZ PARKING,"755 Main Street, 14th Floor",Hartford,CT,06103,41.7654706,-72.6739404,ai,grounded
LAZAR PC,,,,,,,,
LAZARD,"30 Rockefeller Plaza, 25th Floor",New York,NY,10112,40.7591232,-73.979556,ai,corroborated
LAZARD FRERES & CO. LLC,30 Rockefeller Plaza,New York,NY,10112,40.7591232,-73.979556,ai,grounded
LAZARUS & HARRIS LLP,561 Seventh Avenue,New York,NY,10018,40.9185914,-73.8038444,ai,grounded
LAZEGA & JOHANSON LLC,"1000 Potomac St NW, Suite 300",Washington,DC,20007,38.9033684,-77.0651015,ai,uncorroborated
LB GLOBAL,,,,,,,,
LBH SALES INC,,,,,,,,
LCA BANK CORP,"310 South Main St, Suite 900",Salt Lake City,UT,84101,40.7555187,-111.8909896,ai,grounded
LDA,,,,,,,,
LDI,,,,,,,,
LDJ ASSOCIATES,"725 Fifth Avenue, Suite 500",New York,NY,10022,40.8021613,-73.9453686,ai,uncorroborated
LDR,,,,,,,,
LDR EQUITIES,,,,,,,,
LDR INDUSTRIES,,,,,,,,
LDUB LLC,,,,,,,,
LEA,,,,,,,,
LEAD BANK,115 SW Ash St,Albany,OR,97321,44.6365071,-123.1059324,ai,uncorroborated
LEAD COACH LLC,,,,,,,,
LEADBURY COMPANY,,,,,,,,
LEADING EDGE ENDODONTICS,,,,,,,,
LEAN FORWARD PUBLISHING,,,,,,,,
LEAPTIDECAPITAL,,,,,,,,
LEARNING RESOURCES INC,1000 Church Ln,Vernon Hills,IL,60061,42.2373152,-87.9649487,ai,corroborated
LEARSI,,,,,,,,
LEBEN HOME FOR ADULTS,,,,,,,,
LEBO'S,,,,,,,,
LEBOWITZ & MZHEN LLC,,,,,,,,
LEC,,,,,,,,
LECG,"1270 Avenue of the Americas, 7th Floor",New York,NY,10020,40.760098,-73.9798033,ai,uncorroborated
LEDER REALTY & MANAGEMENT,,,,,,,,
LEE,,,,,,,,
LEE ALPERT AND COMPANY,"3033 East 1st Avenue, Ste 725",Denver,CO,80206,39.7192037,-104.9517183,ai,grounded
LEE M SMITH & ASSOCIATES CO LPA,,,,,,,,
LEE MICHAELS FINE JEWELRY,200 Park Ave S,New York,NY,10003,40.7368886,-73.9892348,ai,uncorroborated
LEEBER COHEN MD,,,,,,,,
LEEDS HOLDINGS S,,,,,,,,
LEEDS HOLDINGS S/E INC,,,,,,,,
LEFFELL FOUNDATION,305 E 46th St,New York,NY,10017,40.7522373,-73.969755,ai,corroborated
LEFFELL SCHOOL,155 E Willow St,Schenectady,NY,12305,42.7828038,-73.9688352,ai,corroborated
LEFTIN INVESTMENT COMPANY,333 Westchester Ave,Rye Brook,NY,10573,41.0077214,-73.688365,ai,uncorroborated
LEGACY CAPITAL,,,,,,,,
LEGACY FINANCIAL SERVICES,"1 Tower Lane, Suite 810",Oakbrook Terrace,IL,60181,41.8582828,-87.9545556,ai,uncorroborated
LEGACY HEART CENTER,"8201 Preston Road, Suite 900",Dallas,TX,75225,32.8626643,-96.8048991,ai,corroborated
LEGACY HERITAGE FOUNDATION,,,,,,,,
LEGACY REAL ESTATE VENTURES,"4701 Creek Road, Suite 137",Minneapolis,MN,55450,44.9772995,-93.2654692,ai,uncorroborated
LEGACY SERVICE PARTNERS,"2001 Ross Avenue, Suite 1500",Dallas,TX,75201,32.7876162,-96.7992456,ai,uncorroborated
LEGAL AID SOCIETY,199 Water Street,New York,NY,10038,40.7068659,-74.0043534,ai,corroborated
LEGAL SEARCH SOLUTIONS INC,200 Park Ave S,Winter Park,FL,32789,28.596661,-81.350942,ai,corroborated
LEGAL TIMES,3050 K St NW,Washington,DC,20007,38.9016729,-77.060962,ai,uncorroborated
LEGEND MERCHANT,,,,,,,,
LEGENDS OF LEARNING,"2710 Science Park Rd, Suite 102",Wilmington,DE,19810,39.7459468,-75.546589,ai,uncorroborated
LEGION,,,,,,,,
LEHIGH VALLEY DAIRIES,1706 N 16th St,Allentown,PA,18104,40.6114356,-75.4968993,ai,corroborated
LEHMAN BROTHERS,745 Seventh Avenue,New York,NY,10019,40.9138474,-73.8064848,ai,uncorroborated
LEIBSOHN AND COMPANY,"230 Fifth Avenue, Suite 1900",New York,NY,10001,40.9144396,-73.8080071,ai,uncorroborated
LEIFER CAPITAL ADVISERS LLC,,,,,,,,
LEIN MGMT,,,,,,,,
LENDBUZZ,"3100 Clarendon Blvd, Suite 600",Arlington,VA,22201,38.8864256,-77.0952568,ai,uncorroborated
LENDINGONE,"1308 W 4th St, Suite 100",Tampa,FL,33607,27.9449854,-82.4583107,ai,corroborated
LENDMARK FINANCIAL SERVICES,4285 Commerce Dr,Bowling Green,KY,42104,36.9929203,-86.4428677,ai,uncorroborated
LENORE ENTERTAINMENT GROUP,,,,,,,,
LEON KOROL CO,,BUFFALO GROVE,IL,60089,,,,
LEON LEVINE FOUNDATION,"310 South Tryon Street, Suite 1400",Charlotte,NC,28202,35.2255769,-80.8455698,ai,corroborated
LEON ZOLAND AND SON INC,146-14 184th Street,Jamaica,NY,11434,40.699835,-73.8077023,ai,corroborated
LEONARD GREEN & PARTNERS,"11150 Santa Monica Blvd, Suite 800",Los Angeles,CA,90025,34.0469114,-118.4451093,ai,corroborated
LEONARD LEVINE METALS CORP,130 Hecla Street,Hollis,NY,12401,40.7134361,-73.7670772,ai,uncorroborated
LERCH EARLY & BREWER,"7600 Wisconsin Avenue, Suite 700",Bethesda,MD,20814,38.986033,-77.094801,ai,grounded
LERMAN CORP,"2000 K St NW, Suite 600",Washington,DC,20006,38.902443,-77.045055,ai,uncorroborated
LERNER AND CO,"600 13th St NW, Suite 900",Washington,DC,20005,38.8978896,-77.0299767,ai,uncorroborated
LERNER RESIDENTIAL,5009 Monroe Rd Suite 200,Charlotte,NC,28205,35.1918216,-80.777387,ai,grounded
LES GROSINGER,,,,,,,,
"LESLEY BODZY, ESQ",,,,,,,,
LESLEY UNIVERSITY,1815 Massachusetts Ave,Cambridge,MA,02140,42.3876285,-71.1188077,ai,corroborated
LESLIE 2 HOLDING,51 Railroad Ave,Albany,NY,12205,42.6954632,-73.8202739,ai,grounded
LET THERE BE WATER LLC,"300 Central Park West, Apt 7A",New York,NY,10024,40.7883188,-73.9674898,ai,grounded
LETTUCE ENTERTAIN YOU ENTERPRISES,"5419 N SHERIDAN ROAD, SUITE 116",CHICAGO,IL,60640,41.980359,-87.6549857,manual,verified
LEVA HAWES MASON MARTIN E,,,,,,,,
LEVATA,"200 W Monroe St, 23rd Floor",Chicago,IL,60606,41.8809684,-87.6342955,ai,grounded
LEVCO MANAGEMENT,,,,,,,,
LEVENFELD PEARLSTEIN LLC,2 N LaSalle St Suite 1300,Chicago,IL,60602,41.8823579,-87.632809,ai,corroborated
LEVIN AND ROSENSTEIN,14120 Chinkapin Dr,Rockville,MD,20850,39.0877822,-77.2149034,ai,grounded
LEVIN CONSULTING,,,,,,,,
LEVINE & BLIT LLP,"100 S Broad St, Suite 1620",Philadelphia,PA,19110,39.950768,-75.164143,ai,uncorroborated
LEVINE BUILDERS,,,,,,,,
LEVINE HOMES CONSTRUCTION,,,,,,,,
LEVINE JCC,5007 Providence Rd,Charlotte,NC,28226,35.1465359,-80.7894007,ai,corroborated
LEVINE LEICHTMAN CAPITAL PARTNERS,"233 Wilshire Blvd, Suite 700",Santa Monica,CA,90401,34.0192694,-118.4981403,ai,corroborated
LEVINE MUSEUM OF THE NEW SOUTH,200 E 7th St,Charlotte,NC,28202,35.2282099,-80.8387318,ai,corroborated
LEVINE ORGANIZATION,"445 Broadhollow Rd, Suite 430",Melville,NY,11747,40.775222,-73.4198166,ai,grounded
LEVINE PROPERTIES,,,,,,,,
LEVINE PROPERTY INVESTMENTS,,,,,,,,
LEVITCH STANLEY MENDELL LLP,"10940 Wilshire Boulevard, Suite 1220",Los Angeles,CA,90024,34.0580322,-118.4450834,ai,grounded
LEVITICUS PARTNERS,"1000 Sansome St, Suite 300",San Francisco,CA,94111,37.7996876,-122.4021534,ai,uncorroborated
LEVITTOWN SCHOOL DISTRICT,150 Ellison Ave,Levittown,NY,11756,40.7259621,-73.5144766,ai,corroborated
LEVORITZ LAW,"200 Vesey Street, 24th Floor",New York,NY,10281,40.7135678,-74.0148836,ai,grounded
LEVY & DRONEY,,,,,,,,
LEVY AFFILIATED HOLDINGS LLC,"201 Wilshire Boulevard, Second Floor",Santa Monica,CA,90401,34.0194704,-118.491227,ai,grounded
LEVY CONSULTING,,,,,,,,
LEVY RESTAURANTS,"6250 N River Rd, Suite 600",Rosemont,IL,60018,41.9936599,-87.8616208,ai,uncorroborated
LEWIS THOMASON,"424 Church St, Suite 2000",Nashville,TN,37219,36.1637447,-86.7801461,ai,corroborated
LEWIS/KLEIN PROPERTIES,,,,,,,,
LEWISRICE,1251 Avenue of the Americas,New York,NY,10020,40.7600411,-73.9818903,ai,grounded
LEX,,,,,,,,
LEX DIAMOND CO,,,,,,,,
LEXICON STRATEGIES,"3017 Bolling Way NE, Suite 226",Atlanta,GA,30305,33.8373811,-84.3801307,ai,grounded
LEXMORE CORPORATION,,,,,,,,
LEXUS,19001 S Western Ave,Torrance,CA,90501,33.858237,-118.309477,ai,uncorroborated
LEXUS OF LEHIGH VALLEY,3001 South 12th Street,Allentown,PA,18103,40.5746696,-75.4758398,ai,corroborated
LG CAPITAL PARTNERS,"601 Lexington Avenue, 54th Floor",New York,NY,10022,40.7587794,-73.9704834,ai,uncorroborated
LGBTQ VICTORY FUND,"575 7th Street NE, Suite 300",Washington,DC,20002,38.8971002,-76.9960626,ai,uncorroborated
LGN,,,,,,,,
LH MERCANTILE,,,,,,,,
LHOIST,"200 Ashford Center North, Suite 300",Atlanta,GA,30338,33.7544657,-84.3898151,ai,corroborated
LIBENU,,,,,,,,
LIBERTY,,,,,,,,
LIBERTY DIST,,,,,,,,
LIBERTY MEDIA,"12300 Liberty Boulevard, Suite 300",Englewood,CO,80112,39.5531875,-104.8457162,ai,corroborated
LIBERTY MUTUAL,175 Berkeley Street,Boston,MA,02116,42.3500614,-71.071675,ai,corroborated
LIBERTY OFFICE SUITES,"431 E Las Olas Blvd, Suite 140",Fort Lauderdale,FL,33301,26.1191233,-80.138366,ai,uncorroborated
LIBERTY VEGETABLE OIL,,,,,,,,
LIBERTY WEST INC,,,,,,,,
LIBRA,,,,,,,,
LIBRA SOLUTIONS GROUP,,,,,,,,
LICHTER LAW FIRM,"1200 Brickell Ave, Suite 1950",Miami,FL,33131,25.7621104,-80.1923056,ai,corroborated
LIEBERMAN BLECHER & SINKEVICH,"10 Jefferson Plaza, Suite 400",Princeton,NJ,08540,40.3496953,-74.6597376,ai,grounded
LIEBERMAN COMPANIES,"150 N. Radnor Chester Road, Suite F-200",Radnor,PA,19087,40.0448619,-75.3594728,ai,uncorroborated
LIEBERMAN INSURANCE,,,,,,,,
LIEBERT CASSIDY WHITMORE,"2001 Junipero Serra Boulevard, Suite 300",Daly City,CA,94014,37.7012904,-122.4701122,ai,corroborated
LIFE COACHING MIAMI,,,,,,,,
LIFE STRATEGIES ADVISORS,,,,,,,,
LIFEBRIDGE,2401 West Belvedere Avenue,Baltimore,MD,21215,39.3528965,-76.6622872,ai,corroborated
LIFEBRIDGE HEALTH,2401 W Belvedere Ave,Baltimore,MD,21215,39.3528965,-76.6622872,ai,corroborated
LIFETOWN,,,,,,,,
LIGHITLITY,"9200 Corporate Blvd, Suite 150",Rockville,MD,20850,39.0817985,-77.1516844,ai,grounded
LIGHT ON ANXIETY,,,,,,,,
LIGHT VERDE LLC,,,,,,,,
LIGHTBANK,"420 N May St, Suite 200",Chicago,IL,60642,41.88994,-87.655873,ai,corroborated
LIGHTBOX,450 W 15th St,New York,NY,10011,40.742503,-74.0071772,ai,corroborated
LIGHTHOUSE DENTAL CARE,88 Ryders Ln,Stratford,CT,06614,41.2429386,-73.1016567,ai,grounded
LIGHTHOUSE FINANCIAL PLANNING LLC,,,,,,,,
LIGHTHOUSE LAB SERVICES,,,,,,,,
LIGHTSPARK,"8605 Santa Monica Blvd, PMB 64461",West Hollywood,CA,90069,34.0923014,-118.3692894,manual,verified
LIGHTSTONE GROUP,"320 Park Avenue, 12th Floor",New York,NY,10022,40.7575952,-73.9739924,ai,corroborated
LILLIAN VERNON,"340 Madison Avenue, Suite 1404",New York,NY,10173,40.7539442,-73.9789783,ai,uncorroborated
LIMINAL RESEARCH,60 State St,Boston,MA,02109,42.3596782,-71.056579,ai,uncorroborated
LINC HOUSING,"600 Harrison Street, 3rd Floor",San Francisco,CA,94107,37.7844493,-122.3957467,ai,uncorroborated
LINCARE,"2001 Bryan Street, Suite 1900",Dallas,TX,75201,32.7853065,-96.7964529,ai,uncorroborated
LINCOLN FINANCAIL,150 N Radnor Chester Rd,Radnor,PA,19087,40.0430023,-75.3656459,ai,corroborated
LINCOLN PROPERTY COMPANY LLC,"2100 Ross Avenue, Suite 1800",Dallas,TX,75201,32.7874484,-96.7975336,ai,uncorroborated
LINDA DRESNER,,,,,,,,
LINDA FORMAN CPA PC,,,,,,,,
LINDA SAKER LICSW,,,,,,,,
LINDEN CAPITAL PARTNERS,"110 N Wacker Drive, 55th Floor",Chicago,IL,60606,41.8838459,-87.6374992,manual,verified
LINDEN LAW,,,,,,,,
LINDSAY GOLDBERG,"40 West 57th Street, 35th Floor",New York,NY,10019,40.7636059,-73.9758803,ai,corroborated
LINE G,14251 Skyline Dr,Hacienda Heights,CA,91745,33.9757071,-117.9823579,ai,uncorroborated
LINEAGE,"1401 Rockville Pike, Suite 600",Rockville,MD,20852,39.0677721,-77.1287754,ai,uncorroborated
LINKEDIN,1000 West Maude Avenue,Sunnyvale,CA,94085,37.3926737,-122.0420227,ai,grounded
LINKER EQUIPMENT,5 Evans Terminal Rd,Hillside,NJ,07205,40.701213,-74.2301459,ai,grounded
LINKSYS,121 Theory Drive,Irvine,CA,92617,33.6856969,-117.825981,ai,corroborated
LINQUEST A KBR COMPANY,"2551 Dulles View Drive, Suite 200",Herndon,VA,20171,38.9695316,-77.3859479,ai,grounded
LINQUEST CORPORATION,2000 E. Maple Ave,El Segundo,CA,90245,33.9268379,-118.3912145,ai,corroborated
LINWOOD REALTY INC,60 E 42nd St Suite 4200,New York,NY,10165,40.7521078,-73.9787462,ai,uncorroborated
LION BRAND YARN COMPANY,"10 West 31st Street, 2nd Floor",New York,NY,10001,40.7466838,-73.9865207,ai,corroborated
LION EQUITY INVESTMENT ADVISORS,,,,,,,,
LION REAL ESTATE GROUP,11726 San Vicente Blvd Ste 650,Los Angeles,CA,90049,34.0444042,-118.4981905,ai,corroborated
LIONSGATE,2700 Colorado Avenue,Santa Monica,CA,90404,34.031371,-118.470093,ai,corroborated
LIONVILLE FAMILY DENTISTRY,,,,,,,,
LIPPES MATHIAS LLP,50 Fountain Plaza Suite 1700,Buffalo,NY,14202,42.8883646,-78.8741722,ai,corroborated
LIPPMAN JUNGERS,1801 7th Ave,Seattle,WA,98101,47.613657,-122.3354861,ai,uncorroborated
LIPPY,,,,,,,,
LIPSEY'S,7277 Exchequer Drive,Baton Rouge,LA,70809,30.3744213,-91.0508073,ai,grounded
LIPSIUS BENHAIM LAW LLP,,,,,,,,
LIPSON NEILSON PC,18400 Von Karman Ave Suite 350,Irvine,CA,92612,33.6769513,-117.8518657,ai,uncorroborated
LIQUID ENVIRONMENTAL SOLUTIONS,"7651 Esters Blvd, Suite 200",Irving,TX,75063,32.9099899,-96.942636,ai,grounded
"LISA SHAPIRO STRAUSS, ATTORNEY AT LAW",,,,,,,,
LISCR,766 Duke Street,Alexandria,VA,22314,38.8027924,-77.0481883,ai,grounded
LISI NIGRIN INTERIORS,13 Paladia Way,Pikesville,MD,21208,39.3879111,-76.6927775,ai,grounded
"LISS, SHAPERO & MITNICK","900 7th Street NW, Suite 1000",Washington,DC,20001,38.9013696,-77.0220736,ai,uncorroborated
LITERAL NORTH LLC,,,,,,,,
LITTLE HANDS PEDIATRIC OCCUPATIONAL THERAPY,,,,,,,,
LITTLE HANDS PEDIATRIC OT,,,,,,,,
LITTLER MENDELSON,"333 Bush Street, 34th Floor",San Francisco,CA,94104,37.7905749,-122.4030716,ai,corroborated
LITWIN KACH,"401 N Michigan Ave, Suite 1200",Chicago,IL,60611,41.8894215,-87.6235164,ai,grounded
LIV AND PRECIOUS JEWELRY,,,,,,,,
LIV GOLF,"50 Hudson Yards, Suite 65B",New York,NY,10001,40.7545193,-74.0001188,ai,grounded
LIV HUDSON HEIGHTS LLC,,,,,,,,
LIVEGAGE,"101 Crawfords Corner Rd., Ste. 4116",Holmdel,NJ,07733,40.3644228,-74.1669544,ai,grounded
LIVERPOOL ENT. INC,,,,,,,,
LIVERPOOL ENTERPRISES,,,,,,,,
LIVESTOCK NUTRITION CENTER LLC,,,,,,,,
LIVEWELL CAPITAL,126 E 56th St Suite 1704,New York,NY,10022,40.760355,-73.9704492,ai,uncorroborated
LIVING HOPE CHURCH,,,,,,,,
LIVINGSTON BOARD OF EDUCATION,11 Foxcroft Drive,Livingston,NJ,07039,40.7890413,-74.3404723,ai,corroborated
LJ CARE SERVICES,,,,,,,,
LJR DEVELOPMENT,,,,,,,,
LK CONSULTING,,,,,,,,
LK DAYTON INVESTMENTS,,Delray Beach,FL,33483,,,,
LKV MANAGEMENT,"112 South Tryon St, Suite 200",Charlotte,NC,28284,35.2270969,-80.8438743,manual,verified
LLG,,,,,,,,
LLR PARTNERS,"2929 Arch Street, Cira Centre",Philadelphia,PA,19104,39.9527237,-75.1635262,ai,grounded
LMC,,,,,,,,
LMG,,,,,,,,
LMG STRATEGIES LLC,"3500 S Dupont Hwy, Suite 205",Dover,DE,19901,39.1508665,-75.5146207,ai,uncorroborated
LMPP,,,,,,,,
LMR ADVISORS,1841 W Mercer Way,Mercer Island,WA,98040,47.593798,-122.2466619,ai,grounded
LNC,,,,,,,,
LNK PARTNERS,"445 Hamilton Avenue, 11th Floor",White Plains,NY,10601,41.0348698,-73.7647624,ai,grounded
LOBEL FINANCIAL,"17 Battery Place, Suite 1708",New York,NY,10004,40.7051424,-74.0160109,ai,uncorroborated
LOBODA PROPERTIES,,,,,,,,
LOCAL 1-S,,,,,,,,
LOCAL GOVT,,,,,,,,
LOCALISM INC,2411 Broadway 5th Floor,Oakland,CA,94612,37.8135952,-122.2655906,ai,uncorroborated
LOCKE LORD,"2200 Ross Ave, Suite 2200",Dallas,TX,75201,32.7879729,-96.7966332,ai,corroborated
LOCKHEED MARTIN,6801 Rockledge Drive,Bethesda,MD,20817,39.0303212,-77.1371162,ai,corroborated
LOCKRIDGE GRINDAL NAUEN PLLP,"100 Washington Avenue South, Suite 2200",Minneapolis,MN,55401,44.9812202,-93.2657361,ai,corroborated
LOCKTON,"444 West 47th Street, Suite 900",Kansas City,MO,64112,39.042211,-94.5921152,ai,grounded
LOCKWOOD GREENE,200 Berkeley Street,Boston,MA,02116,42.3496969,-71.0735237,ai,uncorroborated
LOCUM WEATHERBY,"850 Main Street, Suite 201",Waltham,MA,02451,42.3761768,-71.2454781,ai,uncorroborated
LODGE BREAD COMPANY,2110 S Bascom Ave,Campbell,CA,95008,37.2838509,-121.931447,ai,corroborated
LOEB & LOEB LLP,"10100 Santa Monica Boulevard, 22nd Floor",Los Angeles,CA,90067,34.062702,-118.415864,ai,grounded
LOEB JEWELS,,,,,,,,
"LOEB, BLOCK & PARTNERS LLP",,,,,,,,
LOEWENTHAL & ASSOCIATES,,,,,,,,
LOEWS CORP,667 Madison Avenue,New York,NY,10065,40.7644866,-73.9703323,ai,corroborated
LOEWS HOTELS,"667 Madison Avenue, 4th Floor",New York,NY,10065,40.7644866,-73.9703323,ai,corroborated
LOEWY LAW FIRM,"7000 N MoPac Expy, Suite 200",Austin,TX,78731,30.3536429,-97.7494739,ai,corroborated
LOGS GROUP,"2424 N FEDERAL HWY, SUITE 360",BOCA RATON,FL,33431,26.3717498,-80.0751992,manual,verified
LOGS LEGAL NETWORK,2121 Waukegan Road,Bannockburn,IL,60015,42.1922198,-87.8546092,manual,verified
LOHO REALTY,"605 3rd Ave, Suite 2700",New York,NY,10158,40.7490865,-73.975106,ai,corroborated
LOMARHR,,,,,,,,
LOMAX CARPET AND TILE MART,230 North DuPont Highway,New Castle,DE,19720,39.6803048,-75.5896129,ai,grounded
LOMBARDI PROPERTIES,,,,,,,,
LONDON FAMILY COMPANIES LLC,,,,,,,,
LONE PINE ADVISORS,"501 Madison Avenue, 13th Floor",New York,NY,10022,40.759206,-73.9743003,ai,uncorroborated
LONESTAR DATA HOLDINGS INC,2500 Dallas Pkwy Suite 100,Plano,TX,75093,33.0321865,-96.8286856,ai,uncorroborated
LONG & FOSTER REALTORS,14520 George Carter Way,Chantilly,VA,20151,38.8888051,-77.4477801,ai,uncorroborated
LONG AND FOSTER,"14501 George Carter Way, Suite 100",Chantilly,VA,20151,38.8881052,-77.4474828,ai,grounded
LONG BEACH HEALTH DEPARTMENT,2525 Grand Avenue,Long Beach,CA,90815,33.8026538,-118.1490869,ai,corroborated
LONG ISLAND CARE CENTER,1020 Park Blvd,Massapequa,NY,11758,40.6792598,-73.455995,ai,corroborated
LONG MILLER & ASSOC,,,,,,,,
LONG REALTY CO,3454 East Sunrise Drive,Tucson,AZ,85718,32.2021203,-110.7599411,ai,corroborated
LONG TERM CAPITAL LLC,,,,,,,,
LONG WALK FUND,,,,,,,,
LONGEVITY HEALTH PLAN,"11780 U.S. Highway One, Suite N107",North Palm Beach,FL,33408,26.8237944,-80.0559266,ai,grounded
LONGHORN INVESTMENTS,,,,,,,,
LONGVIEW ASSET MANAGEMENT,222 North LaSalle Street,Chicago,IL,60601,41.8865192,-87.6332555,ai,grounded
LONGWOOD ASSOCIATES,,,,,,,,
LOOKOUT,"2101 Webster Street, Suite 1650",Oakland,CA,94612,37.8044557,-122.271356,ai,uncorroborated
LORD ABBETT,90 Hudson Street,Jersey City,NJ,07302,40.7151012,-74.0343077,ai,grounded
LOREAL,10 Hudson Yards,New York,NY,10001,40.7527324,-74.0015279,ai,corroborated
LORENZ BUS SERVICE,274 N Maple Ave,Middletown,OH,45042,39.516644,-84.4041725,ai,uncorroborated
LORILLARD TOBACCO COMPANY,675 Third Avenue,New York,NY,10017,40.8088444,-73.9303577,ai,uncorroborated
LORIN FEFE,,,,,,,,
LORNE NEEDLE ADVISORS LLC,,,,,,,,
LOS ANGELES CITY ATTORNEYS OFFICE,"200 N. Main Street, 8th Floor",Los Angeles,CA,90012,34.0523908,-118.2427229,ai,corroborated
LOS ANGELES COLD STORAGE,2600 E Anaheim St,Los Angeles,CA,90011,33.782516,-118.160944,ai,corroborated
LOU DUNST TRUST,,,,,,,,
LOUISIANA,,,,,,,,
LOUISIANA ENDOWMENT FOR THE HUMANITIE,"100 River Road North, Suite 111",Baton Rouge,LA,70802,30.447218,-91.190082,ai,corroborated
LOURDES GABRIELA INTERIORS,,,,,,,,
LOVELL SAFETY,110 William St,New York,NY,10038,40.7087755,-74.0067691,ai,grounded
LOVELL SAFETY MANAGEMENT CO. LLC,,,,,,,,
LOW VISION SPECIALISTS OF MARYLAND AND VIRGINIA,,,,,,,,
LOWELL 17,,,,,,,,
LOWENSTEIN & WEATHERWAX LLP,1016 Pico Blvd,Santa Monica,CA,90405,34.013479,-118.4804672,ai,grounded
LOWENSTEIN SANDLER,65 Livingston Avenue,Roseland,NJ,07068,40.8149985,-74.3034235,ai,corroborated
LOWES,1000 Lowe's Boulevard,Mooresville,NC,28117,35.5848596,-80.8100724,ai,grounded
LOWNDES,200 South Orange Avenue,Orlando,FL,32801,28.5400099,-81.3794971,ai,corroborated
LOYOLA UNIVERSITY MARYLAND,4501 North Charles Street,Baltimore,MD,21210,39.3483538,-76.6159318,ai,corroborated
LP BROWN COMPANY INC,,,,,,,,
LPC REAL ESTATE CORP,"2000 McKinney Avenue, Suite 1000",Dallas,TX,75201,32.790459,-96.8024301,manual,verified
LPZ MANAGEMENT,,,,,,,,
LR CONSTRUCTION,,,,,,,,
LR PROGRAMMING,,,,,,,,
LRBFAMILYLAW,,,,,,,,
LRGRW,,,,,,,,
LS PROPERTY GROUP,,WESTPORT,CT,06880,,,,
LSG,,,,,,,,
LSN LAW,,,,,,,,
LSN PARTNERS,,,,,,,,
LSR WELLNESS,,,,,,,,
LSV,"155 N Wacker Drive, Suite 4600",Chicago,IL,60606,41.8848667,-87.6363214,manual,verified
LT APPAREL GROUP,2 Park Ave,New York,NY,10016,40.7463564,-73.9825765,ai,grounded
LT CAPITAL PARTNERS,400 Hamilton Ave,Palo Alto,CA,94301,37.4465277,-122.1584661,ai,uncorroborated
LTC SPECIALTY SERVICES LLC,,,,,,,,
LUBERT ADLER,Cira Centre,Philadelphia,PA,19102,39.9572797,-75.1824563,ai,uncorroborated
LUCAS EILERS,,,,,,,,
LUCID,7373 Gateway Boulevard,Newark,CA,94560,37.5417739,-122.062181,ai,corroborated
LUCKY STARS PARTNERS,,,,,,,,
LUGANO DIAMONDS AND JEWELRY,"501 Fifth Avenue, Suite 200",New York,NY,10017,40.918792,-73.805748,ai,uncorroborated
LUKE'S LOBSTER,84 Industrial Park Road,Saco,ME,04072,43.5331243,-70.444275,ai,grounded
LUMENT,490 Massachusetts Avenue NW,Washington,DC,20001,38.9007092,-77.0179849,ai,uncorroborated
LUMERIC CONSULTING,"1000 N West Street, Suite 1200",Wilmington,DE,19801,39.7471805,-75.5500972,ai,uncorroborated
LUMIERE GROUP,,,,,,,,
LUMINA INVESTMENT ADVISORS,"20900 NE 30th Ave, Suite 310",Aventura,FL,33180,25.9694879,-80.142689,ai,grounded
LUNAN CORPORATION,,,,,,,,
LUNDBECK,6 Parkway North,Deerfield,IL,60015,42.167194,-87.8794944,ai,grounded
LUP,,,,,,,,
LURIE,,,,,,,,
LURIE CHILDRENS HOSPITAL,225 E Chicago Ave,Chicago,IL,60611,41.8962676,-87.6218705,ai,corroborated
LUSD,1305 East Central Avenue,Brea,CA,92821,33.9170444,-117.888855,ai,corroborated
LUX HOLDINGS LLC,,,,,,,,
LUXE BRANDS,,,,,,,,
LUXSURANCE,,,,,,,,
LUZATO,,,,,,,,
LVHN,"Patient Pavilion, 1260 S Cedar Crest Blvd",Allentown,PA,18103,40.6022552,-75.4716115,ai,corroborated
LVJUSD,1400 E Janss Rd,Thousand Oaks,CA,91362,34.1995404,-118.8538892,ai,corroborated
LVPG,"1200 S Cedar Crest Blvd, Suite 300",Allentown,PA,18103,40.5651728,-75.5220282,ai,corroborated
LW HOSPITALITY ADVISORS,"200 West 41st Street, Suite 602",New York,NY,10036,40.755372,-73.9877527,ai,grounded
LWHA,"1601 4th Ave, Suite 500",Seattle,WA,98101,47.6114581,-122.3384548,ai,uncorroborated
LYDIA SECURITIES,,,,,,,,
LYFT,185 Berry St Suite 5000,San Francisco,CA,94107,37.7762432,-122.3917021,ai,uncorroborated
LYNKER TECHNOLOGIES,"225 E 45th St, 20th Floor",New York,NY,10017,40.7525022,-73.972371,ai,uncorroborated
LYNN PINKER,"2100 McKinney Ave, Suite 1900",Dallas,TX,75201,32.7915127,-96.8021075,ai,corroborated
LYNN PINKER HURST SCHWEGMANN,"2100 Ross Ave, Suite 2700",Dallas,TX,75201,32.7874484,-96.7975336,ai,corroborated
LYNNE MELCHER PRODUCTIONS,,,,,,,,
